Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"クラッチバッグの無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/clutchbag.png","バッグの無料型紙","","クラッチバッグの作り方。底を「わ」にして2つ折りにする長財布型クラッチ。本体とフラップの2パーツで作れます。帆布・合皮・コットンなど素材を選ばず制作可能。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-clutchbag.html","","クラッチバッグ, バッグ, レッスンバッグ, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"ショルダーバッグ（フラップ型）の無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/shoulderbag.png","バッグの無料型紙","","ショルダーバッグ（フラップ型）の作り方。本体・フラップ・ストラップの3パーツ構成。帆布・合皮・コットンなど素材を選ばず制作可能。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-shoulderbag.html","","ショルダーバッグ, バッグ, レッスンバッグ, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"犬服（タンク）の無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/dog.png","犬服・猫服の型紙","","袖なしタンク型の犬服の作り方。背パネルと腹パネルを脇で縫う筒型。体型に合わせて採寸調整。カタガミで愛犬サイズの型紙を実寸印刷できます。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-dog.html","","犬服, 猫服, ペット服, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"犬服（袖付き）の無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/dogsleeved.png","犬服・猫服の型紙","","前足に筒袖を付けた犬服の作り方。タンク型に袖を足した3パーツ構成。寒い季節の防寒に。カタガミで愛犬サイズの型紙を実寸印刷できます。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-dogsleeved.html","","犬服, 猫服, ペット服, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"マナーベルトの無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/mannerbelt.png","犬服・猫服の型紙","","オス犬のマーキング対策に使うマナーベルトの作り方。布を二つ折りにして筒に縫い、面ファスナーで留めるだけ。カタガミで愛犬サイズの型紙を実寸印刷できます。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-mannerbelt.html","","マナーベルト, 犬服, 猫服, ペット服, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"ペットバンダナの無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/petbandana.png","犬服・猫服の型紙","","首輪に通して使うペットバンダナの作り方。上辺を筒状に折って首輪を通すだけ。カタガミで小型犬〜大型犬サイズの型紙を実寸印刷できます。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-petbandana.html","","ペットバンダナ, 犬服, 猫服, ペット服, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"犬用スヌード（ネックウォーマー）の無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/petsnood.png","犬服・猫服の型紙","","筒状に縫う犬用スヌード（ネックウォーマー）の作り方。食事時の耳汚れ防止や防寒に。片側にゴムを通してフィット。カタガミでサイズに合わせた型紙を実寸印刷できます。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-petsnood.html","","犬用スヌード, 犬服, 猫服, ペット服, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"猫服（タンクトップ型）の無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/catfuku.png","犬服・猫服の型紙","","猫服（タンクトップ型）の作り方。背パネルと腹パネルの2ピース筒型構成。前足ぐりを広めに開けたネコ向けタンクトップ。ニット・コットンで作れます。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-catfuku.html","","猫服, 犬服, ペット服, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"ペット用ベスト（犬・猫共用）の無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/petvest.png","犬服・猫服の型紙","","ペット用ベスト（犬・猫共用）の作り方。前足ぐりを広めに開けたベスト型で背パネル＋腹パネルの2ピース構成。小型犬から大型犬まで対応。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-petvest.html","","ペット用ベスト, 犬服, 猫服, ペット服, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"クッションカバー（封筒型）の無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/cushioncover.png","家のもの・インテリア","","クッションカバー（封筒型）の作り方。ファスナー不要の封筒式クッションカバー。表布1枚＋裏布2枚を縫い合わせるだけ。コットン・リネン向き。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-cushioncover.html","","クッションカバー, インテリア, 布小物, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"テーブルクロスの無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/tablecloth.png","家のもの・インテリア","","テーブルクロスの作り方。テーブルサイズと垂れ幅を指定するだけ。四辺を三つ折りしてヘム処理する1枚布のシンプルな作り方。コットン・リネン・ポリエステル向き。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-tablecloth.html","","テーブルクロス, インテリア, 布小物, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
"枕カバー（封筒型）の無料型紙｜サイズ自由・A4に実寸印刷","https://katagami.org/pins/pillowcase.png","家のもの・インテリア","","枕カバー（封筒型）の作り方。ファスナー不要の封筒式枕カバー。表布1枚＋裏布2枚の構成。コットン・ダブルガーゼ・リネン向き。 数値を入れるだけで、縫い代こみの型紙を無料でA4に実寸印刷できます。ダウンロード不要・ブラウザだけで完結、作り方ガイド付き。","https://katagami.org/howto-pillowcase.html","","枕カバー, インテリア, 布小物, 型紙, 無料型紙, ハンドメイド, ソーイング, A4実寸印刷"
